id,Pozo,Yacimiento,Base,Tope,Formacion,Miembro,Caudal,Reservas,Espesor_bruto,Espesor_neto,Porosidad,Saturacion_agua,Permeabilidad_ajustada,Permeabilidad_timur,Indice_hidrocarburos,Gradiente_inicial,Gradiente_actual,Viscosidad_petroleo,Factor_volumetrico_petroleo,Compresibilidad_fluidos,API,Area_drenaje,YEAR,b,D,hasrq,Caudal_formula,Permeabilidad
266,Pozo_171,Yacimiento_5,4515,4295,Formacion_11,Miembro_101,1.682853658,0.490365858,220,11,0.107,0.562,0.02562,0.374872891,0.515526,0.47,0.42,0.787697122,1.155248332,3.88E-06,33,0.908164013,2016,1.7,0.22,1,61.29752129,1.83
267,Pozo_171,Yacimiento_5,3895,3790,Formacion_5,Miembro_9,0.116309274,0,105,1,0.122,0.62,0.1218,0.548615306,0.04636,0.45,0.14,1.514996897,1.106789178,2.20E-05,33,0,2016,1.7,0.22,1,0.562997597,0.87
268,Pozo_171,Yacimiento_5,3740,3635,Formacion_5,Miembro_90,1.804011305,0.37757668,105,22.5,0.115,0.512,0.0448,0.620295485,1.2627,0.45,0.2,1.359531639,1.111214436,1.70E-05,33,0.310727055,2016,1.7,0.22,1,8.141666368,0.32
269,Pozo_171,Yacimiento_5,3126,3044,Formacion_7,Miembro_101,3.800565648,1.44851664,82,25.5,0.093,0.437,0.09044,0.334526205,1.3351545,0.45,0.15,1.318798658,1.075379932,0.000112652,33,0.830721908,2016,1.7,0.22,1,55.70507267,3.23
270,Pozo_1,Yacimiento_6,3250,3123,Formacion_5,Miembro_13,11.00657433,6.35302173,127,44,0.125,0.494,0.30134,0.961652586,2.783,0.45,0.2,1.246250789,1.114462919,3.90E-06,33,2.588711726,2017,1.6,0.25,1,13.89157796,0.3965
271,Pozo_1,Yacimiento_6,3083,3038,Formacion_5,Miembro_70,4.501452811,2.598249617,45,34,0.136,0.455,0.152,1.642920119,2.52008,0.45,0.2,1.2807749,1.11349624,3.92E-06,33,1.266802855,2017,1.6,0.25,1,5.649267792,0.2
272,Pozo_1,Yacimiento_6,3007,2940,Formacion_5,Miembro_83,6.867408984,3.96388533,67,39,0.138,0.491,0.228,1.504433655,2.739438,0.45,0.2,1.305713497,1.112831789,3.82E-06,33,1.69775915,2017,1.6,0.25,1,8.646117839,0.3
273,Pozo_1,Yacimiento_6,2908,2830,Formacion_5,Miembro_83,11.2904787,6.516892031,78,39.5,0.12,0.525,0.3705,0.711454155,2.2515,0.45,0.22,1.285729369,1.113655816,3.73E-06,33,3.299924904,2017,1.6,0.25,1,14.2687669,0.4875
274,Pozo_1,Yacimiento_6,707,629,Formacion_2,Miembro_101,0,0,78,29.5,0.145,0.577,7.60E-05,1.354364706,1.8093825,0.42,0.34,1.438360023,1.046331695,3.08E-07,35,0,2017,1.6,0.25,1,0.088516298,0.001
275,Pozo_3,Yacimiento_6,4293,4225,Formacion_11,Miembro_101,3.740744636,1.928188731,68,21,0.11,0.468,0.057,0.610525985,1.22892,0.45,0.35,0.954341223,1.126298748,6.64E-06,30,2.139103109,2017,1.8,0.3,1,3.830465486,0.06
276,Pozo_3,Yacimiento_6,1327,1230,Formacion_2,Miembro_101,3.839669276,2.025301792,97,22,0.132,0.563,0.418,0.940971678,1.269048,0.45,0.38,1.674209074,1.177309937,3.85E-06,33,2.082315193,2017,1.8,0.3,1,3.939663951,0.44
277,Pozo_3,Yacimiento_6,3150,3072,Formacion_5,Miembro_71,4.185390636,1.633098506,78,25.5,0.131,0.579,0.285,0.860408353,1.4063505,0.45,0.175,1.335553795,1.111718683,3.72E-06,33,1.308098944,2017,1.8,0.3,1,4.293816797,0.3
278,Pozo_3,Yacimiento_6,4125,4080,Formacion_11,Miembro_101,4.509354198,2.599566742,45,23.5,0.119,0.407,0.0665,1.141000556,1.6583245,0.45,0.35,0.985810791,1.122879062,6.98E-06,30,2.1633072,2017,1.8,0.3,1,4.617950064,0.07
279,Pozo_3,Yacimiento_6,3214,3184,Formacion_5,Miembro_71,5.980783751,2.872653915,30,23,0.133,0.524,0.456,1.122930016,1.456084,0.45,0.175,1.311389494,1.112319975,3.85E-06,33,2.142195794,2017,1.8,0.3,1,6.13834928,0.48
280,Pozo_3,Yacimiento_6,3375,3285,Formacion_5,Miembro_13,10.7440575,5.160520783,90,38,0.131,0.505,0.475,1.131042669,2.46411,0.45,0.175,1.311161559,1.112968504,3.88E-06,32.5,2.272336849,2017,1.8,0.3,1,11.02750803,0.5
281,Pozo_4,Yacimiento_5,4540,4505,Formacion_11,Miembro_101,7.368192608,4.51758649,35,16,0.089,0.551,0.129,0.17341269,0.639376,0.47,0.36,0.890558449,1.134600302,6.16E-06,30,9.202509934,2017,1.5,0.195,1,5.974622588,0.1
282,Pozo_4,Yacimiento_5,4250,4195,Formacion_11,Miembro_101,14.77505535,8.843916332,55,17,0.086,0.507,0.387,0.176134857,0.720766,0.47,0.32,1.013078232,1.118694429,6.36E-06,30,14.51049258,2017,1.5,0.195,1,11.89783458,0.3
283,Pozo_4,Yacimiento_5,4010,3960,Formacion_5,Miembro_101,22.75732445,13.0260994,50,20.5,0.104,0.507,1.161,0.406442224,1.051076,0.45,0.175,0.974977745,1.119771313,4.34E-06,36,12.32402806,2017,1.5,0.195,1,18.2130365,0.9
284,Pozo_4,Yacimiento_5,3920,3865,Formacion_5,Miembro_101,14.95293646,8.55893394,55,23.5,0.102,0.475,0.5547,0.425129832,1.258425,0.45,0.19,0.956036421,1.120975283,4.41E-06,36,7.413753791,2017,1.5,0.195,1,12.00654715,0.43
285,Pozo_4,Yacimiento_5,2195,2145,Formacion_2,Miembro_2,12.37242061,6.645780812,50,14.48,0.088,0.517,0.599592,0.187417748,0.61545792,0.42,0.42,0.996635508,1.135676844,4.49E-06,36,12.4571715,2017,1.5,0.195,1,9.931110376,0.4648
286,Pozo_6,Yacimiento_1,3640,3530,Formacion_7,Miembro_101,4.954675934,3.036105643,110,23,0.086,0.547,0.1875,0.151316601,0.896034,0.45,0.24,1.450505283,1.082853633,4.55E-06,35,3.92980026,2017,1.7,0.25,1,6.413146776,0.25
287,Pozo_6,Yacimiento_1,3790,3680,Formacion_7,Miembro_101,5.772806456,3.537436249,110,28.5,0.082,0.525,0.1725,0.133208025,1.110075,0.45,0.23,1.425200094,1.083489102,4.67E-06,35,3.775908062,2017,1.7,0.25,1,7.467967267,0.23
288,Pozo_6,Yacimiento_1,4420,4300,Formacion_7,Miembro_101,12.19581466,7.473300416,120,36.5,0.091,0.478,0.225,0.254093981,1.733823,0.45,0.23,1.221723119,1.097102559,5.00E-06,35,5.005559868,2017,1.7,0.25,1,15.82476856,0.3
289,Pozo_6,Yacimiento_1,4615,4500,Formacion_7,Miembro_101,15.07670295,9.238639114,115,39.5,0.089,0.45,0.24,0.259991438,1.933525,0.45,0.23,1.168078702,1.101448032,5.16E-06,35,5.618588213,2017,1.7,0.25,1,19.57823509,0.32
290,Pozo_8,Yacimiento_1,4716,4600,Formacion_7,Miembro_101,7.012895966,3.528810895,116,70.09,0.112,0.337,0.0365,1.2745813,5.20460304,0.45,0.25,1.126145491,1.108356816,5.52E-06,36,1.004790605,2017,1.52,0.3,1,8.923473872,0.05
291,Pozo_8,Yacimiento_1,4552,4504,Formacion_7,Miembro_101,24.99162782,12.57550788,48,22.5,0.112,0.394,0.73,0.932470069,1.52712,0.45,0.25,1.158442703,1.105332037,5.27E-06,36,8.703845993,2017,1.52,0.3,1,32.82925892,1
292,Pozo_8,Yacimiento_1,4412,4314,Formacion_7,Miembro_101,4.585579859,2.30741255,98,16,0.112,0.531,0.1606,0.513379239,0.840448,0.45,0.25,1.202006145,1.101504842,4.73E-06,36,3.1349674,2017,1.52,0.3,1,5.956656873,0.22
293,Pozo_8,Yacimiento_1,4240,4186,Formacion_7,Miembro_101,3.516943532,1.76968669,54,13,0.119,0.535,0.1606,0.660339247,0.719355,0.45,0.25,1.244323705,1.098038137,4.68E-06,36,2.774640947,2017,1.52,0.3,1,4.566276901,0.22
294,Pozo_8,Yacimiento_1,3487,3357,Formacion_0,Miembro_101,10.55613188,5.548124509,130,39.5,0.123,0.548,0.219,0.727929664,2.196042,0.43,0.28,1.099436744,1.502917521,6.14E-06,36,3.889698436,2017,1.52,0.3,1,13.74187702,0.3
295,Pozo_9,Yacimiento_1,4960,4820,Formacion_11,Miembro_101,5.670344795,3.3910613,140,32.5,0.114,0.577,0.08025,0.469999898,1.567215,0.47,0.28,1.287581692,1.236967102,4.81E-06,33,2.927040232,2017,1.8,0.28,1,9.40707911,0.15
296,Pozo_9,Yacimiento_1,4730,4650,Formacion_11,Miembro_101,2.420505103,1.44754534,80,19.5,0.114,0.558,0.0535,0.502551985,0.982566,0.47,0.29,1.322223362,1.235386951,4.86E-06,33,2.088746455,2017,1.8,0.28,1,3.966758781,0.1
297,Pozo_9,Yacimiento_1,4487,4390,Formacion_7,Miembro_101,12.86937406,7.696328514,97,37.5,0.129,0.249,0.2782,4.347745112,3.6329625,0.45,0.2,1.327925383,1.087261611,5.79E-06,36,2.637447438,2017,1.8,0.28,1,21.81535504,0.52
298,Pozo_9,Yacimiento_1,4318,4173,Formacion_7,Miembro_101,7.008454653,4.191297038,145,33.5,0.12,0.383,0.18725,1.336804747,2.48034,0.45,0.19,1.420671048,1.080716713,5.24E-06,36,1.938776174,2017,1.8,0.28,1,11.80169284,0.35
299,Pozo_13,Yacimiento_6,4132,4080,Formacion_11,Miembro_101,5.868904837,3.075389128,52,17.5,0.113,0.465,0.0849,0.696157153,1.0579625,0.47,0.42,0.778831339,1.143569065,7.15E-06,33,3.646582115,2017,1.7,0.35,1,9.522084845,0.15
300,Pozo_13,Yacimiento_6,3215,3156,Formacion_5,Miembro_13,7.215517978,3.781033457,59,32.5,0.11,0.477,0.46412,0.587704615,1.869725,0.45,0.15,1.391091447,1.11008543,1.44E-05,33,2.213270631,2017,1.7,0.35,1,11.80463497,0.82
301,Pozo_13,Yacimiento_6,3051,2959,Formacion_5,Miembro_72,11.72248164,6.142746147,92,41,0.119,0.543,0.4245,0.641025071,2.229703,0.45,0.2,1.29657656,1.113072074,1.21E-05,33,2.975744024,2017,1.7,0.35,1,19.1893391,0.75
302,Pozo_13,Yacimiento_6,2875,2830,Formacion_5,Miembro_74,3.971635817,1.717561668,45,15.5,0.122,0.57,0.41318,0.649085022,0.81313,0.45,0.2,1.341991366,1.111911978,1.24E-05,33,2.306550309,2017,1.7,0.35,1,6.494640012,0.73
303,Pozo_13,Yacimiento_6,1016,844,Formacion_2,Miembro_101,3.193691363,1.136972106,172,33,0.149,0.504,0.30564,2.000905382,2.438832,0.42,0.3,1.233447205,1.054818282,1.97E-06,35,0.543048533,2017,1.7,0.35,1,5.257031248,0.54
304,Pozo_14,Yacimiento_6,4408,4336,Formacion_11,Miembro_101,6.137564282,3.542617176,72,16.5,0.099,0.517,0.11,0.314689183,0.7889805,0.47,0.4,0.860116209,1.141045069,6.35E-06,30,6.206401219,2017,1.6,0.25,1,6.137564282,0.11
305,Pozo_14,Yacimiento_6,4168,4061,Formacion_11,Miembro_101,14.32361648,8.267626608,107,45.5,0.121,0.418,0.1,1.164048593,3.204201,0.47,0.4,0.907280447,1.134532531,6.92E-06,30,3.690436091,2017,1.6,0.25,1,14.32361648,0.1
306,Pozo_14,Yacimiento_6,3290,3162,Formacion_5,Miembro_70,11.34589481,6.54887835,128,49,0.121,0.536,0.24,0.707936158,2.751056,0.45,0.225,1.174124055,1.117110224,3.83E-06,33,3.008682256,2017,1.6,0.25,1,11.34589481,0.24
307,Pozo_14,Yacimiento_6,3125,3045,Formacion_5,Miembro_83,6.619277037,3.820662961,80,22,0.129,0.569,0.36,0.832603509,1.223178,0.45,0.225,1.211516669,1.11590251,3.73E-06,33,3.749297538,2017,1.6,0.25,1,6.619277037,0.36
308,Pozo_14,Yacimiento_6,2557,2505,Formacion_7,Miembro_101,4.735185692,2.996104236,52,24,0.114,0.34,0.45,1.353603773,1.80576,0.45,0.22,2.293251544,1.054337938,4.39E-06,35,1.934699776,2017,1.6,0.25,1,4.735185692,0.45
309,Pozo_14,Yacimiento_6,1350,1268,Formacion_2,Miembro_101,10.16800263,6.433622193,82,41,0.148,0.504,0.5,1.942488781,3.009728,0.42,0.35,1.442251075,1.179586475,4.39E-06,35,2.708453143,2017,1.6,0.25,1,10.16800263,0.5
310,Pozo_17,Yacimiento_1,4355,4258,Formacion_5,Miembro_13,7.8623184,6.491711166,97,46,0.121,0.502,0.0966,0.807079357,2.771868,0.45,0.23,0.939211778,1.127247654,4.14E-06,33,2.383021724,2017,1.9,0.15,1,43.30257035,0.69
311,Pozo_17,Yacimiento_1,4220,4149,Formacion_5,Miembro_71,1.947282173,1.607820083,71,23,0.102,0.527,0.0448,0.345372353,1.109658,0.45,0.23,0.959950637,1.126141441,4.06E-06,33,1.626899692,2017,1.9,0.15,1,10.41167139,0.32
312,Pozo_17,Yacimiento_1,2309,2170,Formacion_0,Miembro_101,2.262143774,1.867793092,139,37.5,0.146,0.553,0.0364,1.519743684,2.447325,0.45,0.35,0.926177805,1.224550947,5.42E-06,35,0.910666924,2017,1.9,0.15,1,11.84080864,0.26
313,Pozo_19,Yacimiento_5,4758,4680,Formacion_11,Miembro_101,4.586867551,2.837801013,78,32.5,0.089,0.447,0.0356,0.263492967,1.5995525,0.45,0.295,0.868511204,1.127132061,7.32E-06,32,2.584189703,2017,2,0.295,1,5.021599853,0.04
314,Pozo_19,Yacimiento_5,4355,4275,Formacion_11,Miembro_101,6.623461771,4.097800146,80,36.5,0.095,0.379,0.05785,0.488397562,2.1533175,0.45,0.295,0.935029589,1.119183697,7.68E-06,32,2.722372067,2017,2,0.295,1,7.266995109,0.065
315,Pozo_19,Yacimiento_5,4123,4048,Formacion_11,Miembro_101,3.325326956,2.057311684,75,23.5,0.077,0.501,0.04895,0.110905168,0.9029405,0.45,0.295,0.977770653,1.114703125,6.67E-06,32,3.195927656,2017,2,0.295,1,3.647089988,0.055
316,Pozo_19,Yacimiento_5,3911,3858,Formacion_5,Miembro_13,3.911092648,2.41971292,53,19,0.123,0.29,0.15575,2.59928882,1.65927,0.43,0.195,1.042604032,1.120038384,4.64E-06,34,1.946225242,2017,2,0.295,1,4.310273057,0.175
317,Pozo_19,Yacimiento_5,3810,3722,Formacion_5,Miembro_71,4.25599037,2.633094078,88,18,0.13,0.458,0.1958,1.32949846,1.26828,0.43,0.195,1.065686151,1.119101516,4.22E-06,34,2.367677819,2017,2,0.295,1,4.693960643,0.22
318,Pozo_19,Yacimiento_5,3530,3455,Formacion_7,Miembro_2,3.378812459,2.090402069,75,25.5,0.093,0.349,0.1111432,0.52449598,1.5438465,0.43,0.195,1.110108911,1.123474115,5.66E-06,34,1.902109997,2017,2,0.295,1,3.71817068,0.12488
319,Pozo_21,Yacimiento_6,3419,3363,Formacion_11,Miembro_101,2.390207758,1.80499057,56,17.5,0.124,0.617,0.04192127,0.59504955,0.83111,0.47,0.4,1.073374998,1.116527248,5.30E-06,30,2.737010534,2017,2,0.2,1,4.836620743,0.102247
320,Pozo_21,Yacimiento_6,3238,3147,Formacion_5,Miembro_71,2.245353382,1.695602262,91,16,0.139,0.478,0.12507378,1.638616683,1.160928,0.45,0.22,1.194680378,1.116353757,3.93E-06,33,1.684873374,2017,2,0.2,1,4.717485339,0.305058
321,Pozo_21,Yacimiento_6,3109,2947,Formacion_5,Miembro_71,12.09849704,9.1363075,162,85.07,0.133,0.535,0.164,1.077228167,5.26115415,0.45,0.2,1.289982661,1.11324773,5.42E-06,33,1.941748761,2017,2,0.2,1,25.4509955,0.4
322,Pozo_21,Yacimiento_6,2317,2279,Formacion_7,Miembro_101,2.306934893,1.742106189,38,18,0.119,0.429,0.2132,1.026975517,1.223082,0.45,0.2,1.499844928,1.069906137,4.41E-06,33,1.511000343,2017,2,0.2,1,4.88418131,0.52
323,Pozo_21,Yacimiento_6,920,852,Formacion_2,Miembro_101,1.124313668,0.849037311,68,19,0.137,0.563,0.123,1.108209197,1.137511,0.42,0.35,1.215352208,1.056523693,1.86E-06,35,0.928328704,2017,2,0.2,1,2.377555005,0.3
324,Pozo_23,Yacimiento_5,4240,4106,Formacion_11,Miembro_2,4.985490273,2.873007073,134,17.5,0.093,0.476,0.068,0.281954553,0.85281,0.47,0.34,0.726979256,1.138445758,7.68E-06,36,4.158932208,2017,1.75,0.285,1,10.6079497,0.17
325,Pozo_23,Yacimiento_5,3957,3865,Formacion_11,Miembro_2,5.072832642,2.923340186,92,20,0.077,0.504,0.068,0.109588798,0.76384,0.47,0.34,0.764513706,1.131672297,7.32E-06,36,4.794989808,2017,1.75,0.285,1,10.80575598,0.17
326,Pozo_23,Yacimiento_5,3767,3650,Formacion_11,Miembro_2,5.728590451,3.301236184,117,19,0.084,0.331,0.086,0.37259834,1.067724,0.47,0.35,0.783740677,1.128980664,8.70E-06,36,4.159071142,2017,1.75,0.285,1,12.23603242,0.215
327,Pozo_23,Yacimiento_5,3485,3380,Formacion_5,Miembro_13,4.125559426,2.377451517,105,24.48,0.094,0.459,0.12,0.317837568,1.24490592,0.45,0.2,1.018125759,1.118346439,1.16E-05,36,2.233528538,2017,1.75,0.285,1,8.773238761,0.3
328,Pozo_23,Yacimiento_5,3233,3150,Formacion_5,Miembro_2,1.900743038,1.09534828,83,19.48,0.11,0.403,0.08,0.823352421,1.2792516,0.45,0.18,1.11527869,1.114293509,1.31E-05,36,1.048090775,2017,1.75,0.285,1,3.945504694,0.2
329,Pozo_26,Yacimiento_1,4967,4839,Formacion_11,Miembro_101,9.348399207,5.297099217,128,59.5,0.099,0.511,0.146,0.322122529,2.8804545,0.47,0.22,1.960833832,1.204338535,4.75E-06,30,2.498808948,2017,1.75,0.3,1,12.07173978,0.2
330,Pozo_26,Yacimiento_1,4780,4697,Formacion_11,Miembro_101,3.83184061,2.171242311,83,26,0.099,0.459,0.146,0.399243202,1.392534,0.47,0.22,2.048782441,1.200948876,4.91E-06,30,2.169617006,2017,1.75,0.3,1,4.944619863,0.2
331,Pozo_26,Yacimiento_1,4326,4228,Formacion_7,Miembro_101,6.909794512,3.915308524,98,41.5,0.109,0.332,0.1241,1.165382435,3.021698,0.45,0.18,1.171017875,1.083535275,5.88E-06,39,1.654593797,2017,1.75,0.3,1,8.945798552,0.17
332,Pozo_26,Yacimiento_1,4174,4039,Formacion_7,Miembro_101,4.556249266,2.58171521,135,29.5,0.108,0.429,0.1241,0.670220927,1.819206,0.45,0.18,1.214009453,1.080367636,5.42E-06,39,1.690666374,2017,1.75,0.3,1,5.899235462,0.17
333,Pozo_26,Yacimiento_1,2372,2258,Formacion_0,Miembro_101,6.119201734,3.467333604,114,28.5,0.102,0.529,0.1095,0.342765779,1.369197,0.42,0.35,0.742278773,1.23957927,6.12E-06,38,3.388811049,2017,1.75,0.3,1,7.949615521,0.15
334,Pozo_26,Yacimiento_1,2150,1946,Formacion_0,Miembro_101,4.485715333,2.541748448,204,34.5,0.119,0.375,0.073,1.34403983,2.5659375,0.42,0.35,0.82227267,1.224416117,6.85E-06,38,1.458605062,2017,1.75,0.3,1,5.787353905,0.1
335,Pozo_28,Yacimiento_6,3780,3680,Formacion_5,Miembro_13,20.63404252,12.16924662,100,27.48,0.094,0.448,0.5609,0.33363728,1.42588224,0.45,0.225,1.057317603,1.12148173,1.60E-05,33,10.12951414,2017,1.6,0.23,1,14.03913182,0.355
336,Pozo_28,Yacimiento_6,3590,3470,Formacion_5,Miembro_71,23.2819171,13.40902003,120,49,0.102,0.517,0.24648,0.358862199,2.414034,0.45,0.28,0.988749855,1.125788555,1.40E-05,33,6.897566305,2017,1.6,0.23,1,15.99969569,0.156
337,Pozo_28,Yacimiento_6,1890,1800,Formacion_2,Miembro_2,6.809481806,3.921862516,90,30,0.107,0.532,0.212984,0.418343862,1.50228,0.45,0.324888,1.328240268,1.194360907,2.15E-05,33,3.651212347,2017,1.6,0.23,1,4.815422262,0.1348
338,Pozo_28,Yacimiento_6,1760,1670,Formacion_2,Miembro_2,7.177954296,4.134081079,90,25,0.099,0.491,0.3476,0.348899154,1.259775,0.45,0.34,1.375260677,1.191970705,2.19E-05,33,4.517522796,2017,1.6,0.23,1,4.957585191,0.22
339,Pozo_28,Yacimiento_6,1610,1550,Formacion_2,Miembro_2,13.10456057,7.54745902,60,31,0.111,0.522,1.264,0.510679171,1.644798,0.45,0.225,1.839799597,1.166794786,3.26E-05,33,5.334436278,2017,1.6,0.23,1,8.965002181,0.8
340,Pozo_31,Yacimiento_3,3903,3840,Formacion_0,Miembro_5,0.810924655,0.861208535,63,41.5,0.134,0.355,0.021,2.52855527,3.586845,0.43,0.23,0.891941994,1.233381497,6.90E-06,32,0.349476002,2017,2,0.095,1,3.693847285,0.1
341,Pozo_31,Yacimiento_3,2950,2910,Formacion_0,Miembro_5,1.760727191,1.869906502,40,30,0.12,0.461,0.064008,0.922706704,1.9404,0.43,0.23,1.16535375,1.204716549,5.87E-06,32,1.19398898,2017,2,0.095,1,7.336454269,0.3048
342,Pozo_31,Yacimiento_3,5128,5065,Formacion_7,Miembro_101,6.428348155,6.826957677,63,20,0.095,0.295,0.106008,0.806135182,1.3395,0.45,0.3048,0.771120671,1.152774872,6.22E-06,37,6.547927954,2017,2,0.095,1,27.49001367,0.5048
343,Pozo_34,Yacimiento_1,4000,3930,Formacion_11,Miembro_2,21.20265521,11.87643147,70,24.5,0.116,0.424,0.432,0.939618337,1.636992,0.47,0.29,1.017320424,1.13251735,1.28E-05,34,8.308170244,2017,1.9,0.35,1,23.11609445,0.48
344,Pozo_34,Yacimiento_1,3590,3440,Formacion_7,Miembro_2,16.35992174,9.039367324,150,52,0.102,0.507,0.189,0.373158107,2.614872,0.45,0.23,0.942118697,1.111942711,1.11E-05,36,4.012856784,2017,1.9,0.35,1,17.85013548,0.21
345,Pozo_34,Yacimiento_1,3400,3364,Formacion_7,Miembro_2,16.97827624,9.38102748,36,27,0.096,0.436,0.432,0.386445711,1.461888,0.45,0.234,0.972218653,1.109284057,1.78E-05,36,7.248334666,2017,1.9,0.35,1,18.55403203,0.48
346,Pozo_34,Yacimiento_1,3313,3160,Formacion_7,Miembro_101,7.092476473,3.918814594,153,51.5,0.114,0.502,0.072,0.620929017,2.923758,0.45,0.23,1.028834465,1.10331286,1.83E-05,36,1.698726243,2017,1.9,0.35,1,7.68269971,0.08
347,Pozo_35,Yacimiento_6,3980,3910,Formacion_11,Miembro_2,13.01900968,5.873344553,70,58,0.086,0.505,0.1074,0.177532747,2.46906,0.45,0.32,1.073663018,1.113189365,6.26E-06,30,2.766617004,2017,1.75,0.48,1,36.61902232,0.358
348,Pozo_35,Yacimiento_6,3720,3670,Formacion_5,Miembro_13,6.057728102,2.732859505,50,23.5,0.104,0.438,0.15624,0.544586055,1.373528,0.45,0.18,1.175921172,1.116269746,7.91E-05,33,2.734447942,2017,1.75,0.48,1,6.378060295,0.168
349,Pozo_35,Yacimiento_6,3595,3510,Formacion_5,Miembro_13,20.77307023,9.371480774,85,47,0.105,0.462,0.388,0.510524994,2.65503,0.45,0.22,1.107176616,1.119398924,4.06E-06,33,3.958412541,2017,1.75,0.48,1,21.32101023,0.4
350,Pozo_35,Yacimiento_6,3400,3325,Formacion_5,Miembro_71,20.70055083,9.338764655,75,56,0.103,0.468,0.3492,0.457151477,3.068576,0.45,0.22,1.151713856,1.117786548,4.00E-06,33,3.454641489,2017,1.75,0.48,1,21.24462555,0.36
351,Pozo_35,Yacimiento_6,3280,3225,Formacion_5,Miembro_71,8.952019041,4.038578476,55,35.5,0.105,0.509,0.23668,0.420596249,1.8302025,0.45,0.22,1.179159997,1.116858335,3.89E-06,33,2.548974921,2017,1.75,0.48,1,9.184484525,0.244
352,Pozo_36,Yacimiento_1,4625,4552,Formacion_11,Miembro_101,18.00371135,7.608634323,73,36,0.12,0.45,0.156,0.968368156,2.376,0.47,0.33,0.926216079,1.128501767,6.90E-06,30,3.847016349,2017,1.5,0.4,1,22.13024217,0.2
353,Pozo_36,Yacimiento_1,4284,4212,Formacion_7,Miembro_101,5.846572498,2.836672241,72,18,0.13,0.51,0.1638,1.072206516,1.1466,0.45,0.25,1.036777108,1.106349503,5.07E-06,37,2.754702094,2017,1.5,0.4,1,7.19033036,0.21
354,Pozo_36,Yacimiento_1,4036,3925,Formacion_7,Miembro_101,7.467033961,3.622896658,111,47,0.13,0.5,0.078,1.11552366,3.055,0.45,0.25,1.104198096,1.099626013,5.05E-06,37,1.422434462,2017,1.5,0.4,1,9.118141425,0.1
355,Pozo_36,Yacimiento_1,3860,3785,Formacion_7,Miembro_101,10.53567664,5.111757611,75,30,0.12,0.56,0.2262,0.625301504,1.584,0.45,0.25,1.147963278,1.095678844,4.77E-06,37,3.452788763,2017,1.5,0.4,1,12.98295848,0.29
356,Pozo_36,Yacimiento_1,3696,3654,Formacion_7,Miembro_101,10.74152382,5.211631679,42,18,0.14,0.5,0.4524,1.545579656,1.26,0.45,0.25,1.191788562,1.092011727,4.97E-06,37,4.116671255,2017,1.5,0.4,1,13.28304983,0.58
357,Pozo_36,Yacimiento_1,2400,2350,Formacion_0,Miembro_101,4.582619043,2.223420343,50,15,0.12,0.49,0.234,0.816720331,0.918,0.4,0.3,0.908111262,1.218417642,6.05E-06,36,2.968167865,2017,1.5,0.4,1,5.652542839,0.3
358,Pozo_36,Yacimiento_1,1500,1400,Formacion_16,Miembro_101,5.718274897,2.774424105,100,33,0.13,0.48,0.351,1.210420638,2.2308,0.4,0.28,1.400378582,1.175617806,4.96E-06,36,1.468330844,2017,1.5,0.4,1,7.0552901,0.45
359,Pozo_37,Yacimiento_1,4955,4860,Formacion_11,Miembro_2,15.48831118,5.425016819,95,45.5,0.091,0.557,0.144925,0.187128433,1.8342415,0.47,0.26,0.778635575,1.12820788,7.01E-06,35,3.574059365,2017,1.3,0.45,1,18.23188557,0.155
360,Pozo_37,Yacimiento_1,4800,4725,Formacion_11,Miembro_2,16.26382069,5.696650831,75,37,0.088,0.516,0.2057,0.188144877,1.575904,0.47,0.26,0.797001216,1.125430335,7.38E-06,35,4.365903784,2017,1.3,0.45,1,19.15282206,0.22
361,Pozo_37,Yacimiento_1,4465,4370,Formacion_7,Miembro_2,24.88595595,8.71668499,95,45,0.08,0.366,0.2805,0.245867891,2.2824,0.45,0.26,0.85326295,1.120677117,6.02E-06,39,4.885468727,2017,1.3,0.45,1,26.38756511,0.3
362,Pozo_37,Yacimiento_1,4325,4245,Formacion_7,Miembro_2,6.43839193,2.255144805,80,31.5,0.087,0.407,0.0935,0.287583482,1.6251165,0.45,0.26,0.878084697,1.116963175,5.80E-06,39,1.898754405,2017,1.3,0.45,1,6.81631172,0.1
363,Pozo_37,Yacimiento_1,4175,4090,Formacion_7,Miembro_2,21.79771553,7.634981761,85,42,0.094,0.46,0.32725,0.316457168,2.13192,0.45,0.26,1.024925994,1.094995244,5.87E-06,39,4.684794028,2017,1.3,0.45,1,23.11109002,0.35
364,Pozo_37,Yacimiento_1,2075,1965,Formacion_0,Miembro_2,6.98542486,2.446751418,110,45.5,0.103,0.505,0.2431,0.392616979,2.3198175,0.45,0.28,1.343990003,1.191142943,5.06E-06,33,1.385886073,2017,1.3,0.45,1,7.401343398,0.26
365,Pozo_37,Yacimiento_1,1915,1790,Formacion_0,Miembro_2,6.609274252,2.31499894,125,41,0.097,0.568,0.27115,0.238323574,1.718064,0.45,0.3,1.389124572,1.18936806,4.72E-06,33,1.704181808,2017,1.3,0.45,1,7.003963036,0.29
366,Pozo_39,Yacimiento_6,2470,2450,Formacion_11,Miembro_101,7.548358182,4.515026785,20,10,0.122,0.433,0.5511,1.124800515,0.69174,0.45,0.42,1.255248669,1.096419968,5.92E-06,32,8.333961711,2017,1.7,0.26,1,4.885424657,0.33
