id,Pozo,Yacimiento,Base,Tope,Formacion,Miembro,Caudal,Reservas,Espesor_bruto,Espesor_neto,Porosidad,Saturacion_agua,Permeabilidad_ajustada,Permeabilidad_timur,Indice_hidrocarburos,Gradiente_inicial,Gradiente_actual,Viscosidad_petroleo,Factor_volumetrico_petroleo,Compresibilidad_fluidos,API,Area_drenaje,YEAR,b,D,hasrq,Caudal_formula,Permeabilidad
1,Pozo_42,Yacimiento_6,3270,3180,Formacion_5,Miembro_101,8.422064636,4.620138993,90,23,0.102,0.493,0.30277747,0.394652594,1.189422,0.45,0.26,1.097699574,1.12050833,1.58E-05,33,4.675755078,2015,1.5,0.3,1,10.57142806,0.394652594
2,Pozo_42,Yacimiento_6,3140,3060,Formacion_5,Miembro_101,20.15177573,11.05477206,80,58.5,0.124,0.456,0.365662501,1.089416061,3.946176,0.45,0.23,1.195680245,1.116485832,1.79E-05,33,3.021622447,2015,1.5,0.3,1,51.71371817,1.089416061
3,Pozo_42,Yacimiento_6,1470,1335,Formacion_2,Miembro_101,10.24419781,6.593118535,135,42.5,0.096,0.52,0.416863022,0.271678195,1.9584,0.45,0.3,1.383920163,1.177167944,9.95E-05,36,5.189987671,2015,1.5,0.3,1,7.256686487,0.271678195
4,Pozo_42,Yacimiento_6,1190,1160,Formacion_2,Miembro_101,7.893081934,5.079951183,30,23.5,0.109,0.483,0.844868199,0.550617961,1.3242955,0.45,0.3,1.56538373,1.168282212,0.000117534,36,5.67981901,2015,1.5,0.3,1,5.562505881,0.550617961
5,Pozo_43,Yacimiento_6,2910,2850,Formacion_11,Miembro_101,2.311590589,1.232287571,60,30,0.085,0.514,0.02775,0.162774016,1.2393,0.47,0.47,1.370609505,1.128041857,3.59E-06,33,1.412875845,2015,1.8,0.5,1,8.743103244,0.15
6,Pozo_43,Yacimiento_6,2490,2430,Formacion_5,Miembro_101,3.988171652,2.126057435,60,31.5,0.102,0.479,0.0555,0.418059189,1.673973,0.45,0.45,1.098777891,1.122811525,3.61E-06,33,1.667599887,2015,1.8,0.5,1,16.0426569,0.3
7,Pozo_43,Yacimiento_6,1940,1850,Formacion_7,Miembro_101,6.291019906,3.353684548,90,59.5,0.075,0.458,0.0925,0.118197053,2.418675,0.45,0.22,1.04181172,1.072382644,5.20E-05,33,1.650852254,2015,1.8,0.5,1,23.66426873,0.5
8,Pozo_43,Yacimiento_6,1805,1760,Formacion_7,Miembro_101,2.866834465,1.528282948,45,29,0.082,0.484,0.0925,0.156732215,1.227048,0.45,0.22,1.091077295,1.069266848,5.48E-05,33,1.466312374,2015,1.8,0.5,1,10.61227224,0.5
9,Pozo_45,Yacimiento_1,4570,4430,Formacion_11,Miembro_101,8.177671923,3.953337635,140,26.5,0.102,0.569,0.0648,0.296267674,1.164993,0.47,0.42,0.840160776,1.154735935,3.82E-06,32,4.26460093,2015,1.5,0.4,1,13.56930388,0.12
10,Pozo_45,Yacimiento_1,4160,3980,Formacion_7,Miembro_101,14.44623985,6.810840023,180,30,0.091,0.509,0.189,0.224085939,1.34043,0.45,0.33,1.060814864,1.122646815,1.22E-05,35,6.111336675,2015,1.5,0.4,1,24.11671084,0.35
11,Pozo_45,Yacimiento_1,3720,3570,Formacion_7,Miembro_101,9.867879655,4.652321323,150,26,0.118,0.523,0.1728,0.665802618,1.463436,0.45,0.33,1.188491726,1.109425133,1.29E-05,35,3.733894291,2015,1.5,0.4,1,16.34193979,0.32
12,Pozo_45,Yacimiento_1,3530,3380,Formacion_7,Miembro_101,8.594029848,4.051750701,150,25,0.113,0.542,0.1728,0.512406491,1.29385,0.45,0.33,1.255061539,1.103579078,1.32E-05,35,3.710020547,2015,1.5,0.4,1,14.21802352,0.32
13,Pozo_45,Yacimiento_1,1485,1390,Formacion_16,Miembro_38,6.628267212,3.365481311,95,20,0.118,0.475,0.648,0.807163765,1.239,0.42,0.225,1.565747798,1.16615563,9.75E-05,36,2.756329624,2015,1.5,0.4,1,10.78341372,1.2
14,Pozo_45,Yacimiento_1,1345,1285,Formacion_16,Miembro_39,9.378950159,4.658687672,60,13,0.106,0.548,2.43,0.37831428,0.622856,0.42,0.2,1.741809302,1.159141849,0.000118341,36,6.790327335,2015,1.5,0.4,1,15.67339784,4.5
15,Pozo_46,Yacimiento_1,5025,4955,Formacion_11,Miembro_101,1.651823872,0.581380352,70,22.5,0.104,0.529,0.017539468,0.373339029,1.10214,0.47,0.23,0.970727128,1.133472952,1.27E-05,33,0.581051695,2015,1.5,0.25,1,17.45986676,0.373339029
16,Pozo_46,Yacimiento_1,4775,4675,Formacion_11,Miembro_101,1.791903903,0.678194078,100,29.5,0.099,0.511,0.015133316,0.322122529,1.4281245,0.47,0.23,1.040863789,1.130711993,1.32E-05,33,0.544834834,2015,1.5,0.25,1,17.99840944,0.322122529
17,Pozo_46,Yacimiento_1,4635,4545,Formacion_11,Miembro_101,1.524684145,0.501346929,90,26,0.101,0.531,0.015304039,0.325756467,1.231594,0.47,0.23,1.07997781,1.129310421,1.34E-05,33,0.464984331,2015,1.5,0.25,1,15.11218173,0.325756467
18,Pozo_46,Yacimiento_1,4335,4155,Formacion_11,Miembro_101,1.376994238,0.417959545,180,31.5,0.103,0.478,0.020587758,0.43822388,1.693629,0.47,0.23,1.192032234,1.125746068,1.42E-05,33,0.283400964,2015,1.5,0.25,1,20.04576561,0.43822388
19,Pozo_53,Yacimiento_1,5145,5080,Formacion_11,Miembro_101,0.830471344,0.165648638,65,19,0.101,0.512,0.0112,0.350382306,0.936472,0.47,0.22,0.807715792,1.135517956,1.31E-05,35,0.209529904,2015,1.6,0.25,1,7.041523959,0.16
20,Pozo_53,Yacimiento_1,4970,4890,Formacion_11,Miembro_101,1.121791771,0.306893085,80,27,0.112,0.571,0.0112,0.443971536,1.297296,0.47,0.22,0.84424296,1.133579265,1.32E-05,35,0.273247255,2015,1.6,0.25,1,9.376481876,0.16
21,Pozo_53,Yacimiento_1,4850,4765,Formacion_11,Miembro_101,1.371743446,0.445637599,85,35,0.105,0.62,0.0112,0.283476839,1.3965,0.47,0.22,0.870410088,1.132281099,1.33E-05,35,0.371664829,2015,1.6,0.25,1,11.47210532,0.16
22,Pozo_53,Yacimiento_1,4334,4307,Formacion_7,Miembro_101,1.968235026,0.718914268,27,22.5,0.12,0.55,0.01666,0.648246451,1.215,0.45,0.22,0.430943778,1.152148228,1.57E-05,35,0.568479545,2015,1.6,0.25,1,18.02819104,0.238
23,Pozo_53,Yacimiento_1,4250,4210,Formacion_7,Miembro_101,1.689171042,0.55784498,40,20,0.12,0.58,0.01666,0.582920783,1.008,0.45,0.22,0.439797034,1.149134006,1.58E-05,35,0.529136994,2015,1.6,0.25,1,15.44286213,0.238
24,Pozo_54,Yacimiento_5,4665,4580,Formacion_11,Miembro_101,6.521345048,3.801060593,85,22.5,0.1,0.58,0.128,0.261343713,0.945,0.47,0.33,1.126536648,1.14145678,3.69E-06,30,4.810583393,2015,1.6,0.3,1,9.562027744,0.2
25,Pozo_54,Yacimiento_5,3975,3885,Formacion_5,Miembro_101,9.284694353,5.411718834,90,31,0.11,0.55,0.192,0.442049069,1.5345,0.45,0.25,1.076058801,1.122712036,1.38E-05,33,4.094236387,2015,1.6,0.3,1,13.57400662,0.3
26,Pozo_54,Yacimiento_5,3802,3675,Formacion_7,Miembro_101,15.64952857,8.570027256,127,35.5,0.1,0.56,0.256,0.280344468,1.562,0.45,0.25,0.914281324,1.12408889,1.54E-05,35,5.530353127,2015,1.6,0.3,1,22.97683137,0.4
27,Pozo_54,Yacimiento_5,3272,3238,Formacion_7,Miembro_101,5.587456191,3.059814335,34,16.5,0.09,0.51,0.256,0.212615408,0.72765,0.45,0.25,1.066486079,1.108233557,1.70E-05,35,4.455701885,2015,1.6,0.3,1,8.191579253,0.4
28,Pozo_55,Yacimiento_1,3130,3090,Formacion_0,Miembro_101,2.677681496,1.513245857,40,18,0.087,0.464,0.058,0.221267075,0.839376,0.45,0.35,0.646390854,1.275775784,3.39E-05,36,2.839094729,2015,1.76,0.4,1,7.949108061,0.2
29,Pozo_55,Yacimiento_1,2470,2370,Formacion_0,Miembro_101,2.772930116,1.567073984,100,25.5,0.087,0.488,0.0725,0.20003828,1.135872,0.45,0.22,1.07292543,1.194885419,6.22E-05,36,1.877188338,2015,1.76,0.4,1,7.076811983,0.25
30,Pozo_55,Yacimiento_1,3220,3175,Formacion_0,Miembro_101,4.929493188,2.785818686,45,31.5,0.09,0.413,0.058,0.324216403,1.664145,0.45,0.35,0.630271429,1.280742762,3.36E-05,36,2.676627727,2015,1.76,0.4,1,14.63699524,0.2
31,Pozo_55,Yacimiento_1,4130,4010,Formacion_7,Miembro_101,8.619895201,4.944257359,120,76,0.083,0.459,0.0435,0.183817256,3.412628,0.45,0.23,1.245283339,1.090757636,3.68E-05,35,1.982945053,2015,1.76,0.4,1,21.52382768,0.15
32,Pozo_56,Yacimiento_1,1410,1350,Formacion_16,Miembro_101,4.546274807,3.38235804,60,13.5,0.113,0.531,1.28,0.533856031,0.7154595,0.42,0.21,2.004197017,1.159950884,7.31E-05,33.5,5.693466389,2015,1.35,0.35,1,5.546616773,1.6
33,Pozo_56,Yacimiento_1,1300,1140,Formacion_16,Miembro_101,10.59526089,4.985218297,160,38,0.114,0.546,1.28,0.524884931,1.966728,0.42,0.21,2.167383975,1.156040556,8.18E-05,33.5,3.133885276,2015,1.35,0.35,1,12.90482041,1.6
34,Pozo_56,Yacimiento_1,3950,3870,Formacion_7,Miembro_101,12.57367205,5.95406534,80,29.5,0.098,0.547,0.272,0.268836433,1.309623,0.45,0.26,1.273767914,1.096034614,1.44E-05,35,5.194138115,2015,1.35,0.35,1,17.61287114,0.4
35,Pozo_56,Yacimiento_1,4140,4030,Formacion_7,Miembro_101,14.70435607,6.963017363,110,30,0.115,0.425,0.2856,0.900244925,1.98375,0.45,0.26,1.21865378,1.100319087,1.45E-05,35,4.062992542,2015,1.35,0.35,1,20.59442755,0.42
36,Pozo_56,Yacimiento_1,3740,3610,Formacion_7,Miembro_101,15.58043619,7.377871374,130,38.5,0.112,0.46,0.2856,0.684087541,2.32848,0.456,0.26,1.355244509,1.09031683,1.53E-05,35,3.675179142,2015,1.35,0.35,1,21.78666327,0.42
37,Pozo_57,Yacimiento_1,4380,4340,Formacion_7,Miembro_101,7.388602192,3.105303606,40,18,0.071,0.475,0.168,0.086341096,0.67095,0.45,0.3,1.084197218,1.118065996,1.25E-05,36,5.697152532,2015,1.6,0.52,1,15.23925691,0.4
38,Pozo_57,Yacimiento_1,4270,4210,Formacion_7,Miembro_101,10.07092436,5.556559865,60,25.5,0.078,0.4245,0.168,0.163504198,1.1446695,0.45,0.3,1.115134374,1.114739929,1.29E-05,36,6.056638806,2015,1.6,0.52,1,20.72153538,0.4
39,Pozo_57,Yacimiento_1,4160,3970,Formacion_7,Miembro_101,19.1159843,12.99688824,190,51.5,0.085,0.33,0.168,0.394896639,2.932925,0.45,0.3,1.163323564,1.10990823,1.35E-05,36,5.859618559,2015,1.6,0.52,1,39.20697787,0.4
40,Pozo_57,Yacimiento_1,2670,2540,Formacion_0,Miembro_101,5.767574894,3.407647867,130,20.5,0.111,0.515,0.3,0.524656059,1.1036175,0.45,0.2,1.064174984,1.194187163,2.52E-05,36,3.432858457,2015,1.6,0.52,1,10.22885634,0.6
41,Pozo_57,Yacimiento_1,1685,1615,Formacion_0,Miembro_101,7.79513383,4.240354714,70,8,0.127,0.397,2.35,1.596700286,0.612648,0.45,0.22,1.439150868,1.171487634,3.32E-05,36,5.849898043,2015,1.6,0.52,1,14.17172502,4.7
42,Pozo_57,Yacimiento_1,1185,1170,Formacion_16,Miembro_101,9.204087916,9.280090928,15,13,0.125,0.483,4.5,1.005953347,0.840125,0.42,0.25,3.422118662,1.104478129,4.09E-05,25,9.109146296,2015,1.6,0.52,1,16.63885804,9
43,Pozo_59,Yacimiento_1,4945,4830,Formacion_7,Miembro_101,8.560475237,3.646309547,115,50.5,0.085,0.497,0.050864689,0.174099907,2.1591275,0.45,0.25,0.937435701,1.119747831,1.33E-05,38,2.070791301,2015,1.3,0.37,1,25.05644012,0.194883865
44,Pozo_59,Yacimiento_1,4790,4670,Formacion_7,Miembro_101,12.24741717,5.216751745,120,54,0.097,0.494,0.077665242,0.315071976,2.650428,0.45,0.25,0.967494098,1.115836322,1.35E-05,38,2.265896543,2015,1.3,0.37,1,38.254228,0.315071976
45,Pozo_59,Yacimiento_1,4550,4500,Formacion_7,Miembro_101,4.077842063,1.512737133,50,17,0.106,0.556,0.090590194,0.36750586,0.800088,0.45,0.25,1.009505055,1.110762817,1.36E-05,38,2.083953865,2015,1.3,0.37,1,12.77322613,0.36750586
46,Pozo_59,Yacimiento_1,2990,2820,Formacion_0,Miembro_101,2.688703478,2.27634847,170,31,0.094,0.54,0.059057262,0.229637643,1.34044,0.45,0.2,1.037069544,1.200615926,2.30E-05,35,2.08047268,2015,1.3,0.37,1,7.657828817,0.226273034
47,Pozo_61,Yacimiento_5,3895,3810,Formacion_5,Miembro_101,13.96075262,7.937751669,85,27,0.106,0.55,0.432654228,0.375567906,1.2879,0.45,0.18,1.142961096,1.113262414,0.000104349,36,7.861666512,2015,1.5,0.28,1,14.43489126,0.450681487
48,Pozo_61,Yacimiento_5,3767,3697,Formacion_5,Miembro_101,15.12955049,8.60230232,70,36,0.094,0.461,0.362978773,0.315085741,1.823976,0.45,0.18,1.168536056,1.112409857,0.00010773,36,6.255863601,2015,1.5,0.28,1,15.64064552,0.378102889
49,Pozo_61,Yacimiento_5,3650,3610,Formacion_5,Miembro_101,7.94861438,4.519392956,40,18.5,0.102,0.576,0.279858944,0.289110479,0.800088,0.45,0.22,1.093517154,1.11587646,9.10E-05,36,7.583248029,2015,1.5,0.28,1,8.817181384,0.318021527
50,Pozo_61,Yacimiento_5,3381,3287,Formacion_7,Miembro_101,13.38001646,8.065835003,94,33,0.081,0.418,0.460296204,0.199090054,1.555686,0.42,0.16,1.203281328,1.082240264,0.000136015,36,6.945666553,2015,1.5,0.28,1,10.42375047,0.338453091
51,Pozo_63,Yacimiento_1,4165,4070,Formacion_11,Miembro_101,35.42790841,16.79340977,95,17.5,0.107,0.558,0.668,0.380266676,0.827645,0.47,0.38,0.805026653,1.149235545,1.03E-05,34,24.84511794,2015,1.4,0.36,1,12.72912632,0.2
52,Pozo_63,Yacimiento_1,3614,3540,Formacion_5,Miembro_101,109.913654,38.71766427,74,51.5,0.142,0.552,0.835,1.349766373,3.276224,0.45,0.38,0.836683697,1.133955046,7.33E-06,36,11.58868479,2015,1.4,0.36,1,52.11262569,0.35
53,Pozo_63,Yacimiento_1,3500,3455,Formacion_5,Miembro_101,33.75404223,13.62923999,45,13,0.114,0.505,1.5865,0.613573556,0.73359,0.45,0.3,0.97187229,1.12316898,1.33E-05,36,19.33916101,2015,1.4,0.36,1,9.260007274,0.35
54,Pozo_63,Yacimiento_1,3415,3305,Formacion_7,Miembro_101,11.52208551,4.548869264,110,27,0.114,0.549,0.2505,0.519164157,1.388178,0.45,0.23,0.988765294,1.10712787,1.76E-05,36,2.71192601,2015,1.4,0.36,1,13.36646959,0.3
55,Pozo_64,Yacimiento_1,5067,5021,Formacion_7,Miembro_101,8.12283163,3.813513552,46,34,0.085,0.492,0.07595,0.177656504,1.46812,0.45,0.2,0.721723746,1.096547127,1.47E-05,35,2.921723646,2015,1.5,0.4,1,21.22931501,0.245
56,Pozo_64,Yacimiento_1,4878,4844,Formacion_7,Miembro_101,6.380772234,2.995650101,34,28,0.096,0.43,0.07595,0.397305483,1.53216,0.45,0.2,0.749064931,1.093156021,1.53E-05,35,2.232775426,2015,1.5,0.4,1,16.57985293,0.245
57,Pozo_64,Yacimiento_1,4735,4590,Formacion_7,Miembro_101,9.299167942,4.365780874,145,46.5,0.118,0.523,0.0682,0.665802618,2.617299,0.45,0.2,0.780956172,1.089489028,1.54E-05,35,1.800635134,2015,1.5,0.4,1,23.83905939,0.22
58,Pozo_64,Yacimiento_1,4320,4265,Formacion_7,Miembro_101,3.714938801,1.744092468,55,21.5,0.106,0.598,0.06944,0.317695807,0.916158,0.45,0.2,0.847484968,1.08269001,1.60E-05,35,2.077932577,2015,1.5,0.4,1,9.514033933,0.224
59,Pozo_64,Yacimiento_1,1968,1914,Formacion_0,Miembro_101,3.704182734,1.754847112,54,24.5,0.113,0.558,0.11718,0.483442467,1.223677,0.45,0.32,1.109548332,1.202018792,2.12E-05,35,1.797411117,2015,1.5,0.4,1,9.484414141,0.378
60,Pozo_67,Yacimiento_1,4320,4245,Formacion_7,Miembro_101,0.090079663,0.008699112,75,15,0.08,0.562,0.0075,0.104277679,0.5256,0.45,0.168,0.985657198,1.104783321,0.000143115,35,0.026619672,2015,1.7,0.3,1,1.863834567,0.15
61,Pozo_67,Yacimiento_1,5010,4880,Formacion_11,Miembro_101,0.169621487,0.040221753,130,38.5,0.091,0.581,0.005,0.171987905,1.4679665,0.45,0.21,1.142479038,1.128471015,2.30E-05,32,0.036543865,2015,1.7,0.3,1,3.651441079,0.1
62,Pozo_67,Yacimiento_1,4190,4115,Formacion_7,Miembro_101,0.27875,0.115567837,75,48,0.091,0.51,0.0075,0.223208032,2.14032,0.45,0.168,1.019657632,1.101787459,0.000147661,35,0.083481247,2015,1.7,0.3,1,5.715231018,0.15
63,Pozo_67,Yacimiento_1,4055,3980,Formacion_7,Miembro_101,1.46154885,1.370738831,75,26,0.083,0.502,0.11,0.153675352,1.074684,0.45,0.168,1.057144316,1.098686185,0.000152485,35,1.997030661,2015,1.7,0.3,1,2.891033752,0.15
64,Pozo_70,Yacimiento_1,4559,4473,Formacion_7,Miembro_101,12.36270136,7.128271424,86,23.5,0.114,0.5,0.273,0.625906385,1.3395,0.45,0.2,0.749376275,1.088725349,1.59E-05,36,5.568693262,2015,1.4,0.25,1,15.31409933,0.35
65,Pozo_70,Yacimiento_1,4438,4360,Formacion_7,Miembro_101,18.42587021,10.62426409,78,36,0.139,0.496,0.273,1.521842865,2.522016,0.45,0.2,0.768658528,1.086516471,1.62E-05,36,4.293814243,2015,1.4,0.25,1,22.80397126,0.35
66,Pozo_70,Yacimiento_1,3808,3703,Formacion_7,Miembro_101,9.435156197,5.440263607,105,25,0.116,0.507,0.273,0.657154185,1.4297,0.45,0.2,0.893013709,1.074474139,1.79E-05,36,4.080929127,2015,1.4,0.25,1,11.67081672,0.35
67,Pozo_70,Yacimiento_1,2710,2603,Formacion_0,Miembro_101,5.714807752,3.391460912,107,14,0.131,0.597,0.5148,0.809306602,0.739102,0.42,0.22,1.060830936,1.200088322,2.24E-05,35,5.202701645,2015,1.4,0.25,1,7.076044916,0.66
68,Pozo_70,Yacimiento_1,2241,2223,Formacion_0,Miembro_101,8.756613015,4.016368786,18,10.5,0.131,0.5,0.624,1.153776626,0.68775,0.42,0.42,0.867222582,1.236824679,5.70E-06,35,7.026088095,2015,1.4,0.25,1,10.9044634,0.8
69,Pozo_71,Yacimiento_1,4340,4280,Formacion_7,Miembro_101,4.499264309,8.392116552,60,23,0.11,0.464,0.3,0.621097667,1.35608,0.45,0.25,0.555950185,1.162571372,1.50E-05,37,6.977325617,2015,,,0,,0.3
70,Pozo_71,Yacimiento_1,3940,3840,Formacion_7,Miembro_101,2.321113067,4.329385884,100,14,0.104,0.59,0.255,0.300130902,0.59696,0.45,0.28,0.573160289,1.162044266,1.41E-05,37,8.237262155,2015,,,0,,0.255
71,Pozo_71,Yacimiento_1,3790,3680,Formacion_7,Miembro_101,2.772752916,5.171793441,110,18.5,0.114,0.567,0.24375,0.486724573,0.913197,0.45,0.28,0.595715231,1.155444147,1.46E-05,37,6.414709717,2015,,,0,,0.24375
72,Pozo_71,Yacimiento_1,3350,3310,Formacion_0,Miembro_101,4.240405588,5.911899464,40,17,0.117,0.505,0.315,0.68786479,0.984555,0.45,0.42,0.578909972,1.314144632,2.04E-05,35,7.298943095,2015,,,0,,0.315
73,Pozo_71,Yacimiento_1,2980,2900,Formacion_0,Miembro_101,2.994827119,5.295353211,80,17.5,0.114,0.559,0.3,0.500755554,0.879795,0.45,0.38,0.684033836,1.274541862,2.35E-05,35,7.316049227,2015,,,0,,0.3
74,Pozo_72,Yacimiento_6,4260,4217,Formacion_5,Miembro_101,1.045292237,0.140342229,43,11.5,0.127,0.577,0.030235196,0.755879888,0.6177915,0.45,0.238,0.93448728,1.1277055,5.33E-05,33,0.228216848,2015,1.5,0.35,1,16.17834464,0.755879888
75,Pozo_72,Yacimiento_6,4550,4405,Formacion_11,Miembro_101,2.262149403,0.610523756,145,35.5,0.107,0.588,0.012328337,0.342453819,1.564982,0.47,0.423,1.029118104,1.150065138,3.65E-06,30,0.443827418,2015,1.5,0.35,1,32.56194992,0.342453819
76,Pozo_72,Yacimiento_6,4895,4745,Formacion_11,Miembro_101,2.69255836,0.825300193,150,47.5,0.094,0.553,0.008758714,0.218967842,1.995855,0.47,0.423,0.933200145,1.155223922,3.76E-06,30,0.498482209,2015,1.5,0.35,1,34.49917858,0.218967842
77,Pozo_74,Yacimiento_6,3080,2970,Formacion_11,Miembro_101,3.079469421,2.197382923,110,27,0.102,0.584,0.05,0.281243896,1.145664,0.47,0.3995,1.26307878,1.131243484,3.55E-06,33,2.640761601,2015,1.8,0.25,1,5.353641913,0.1
78,Pozo_74,Yacimiento_6,2905,2835,Formacion_11,Miembro_101,2.156704689,1.785877028,70,21,0.101,0.551,0.05,0.302537275,0.952329,0.47,0.4,1.347319747,1.128646989,3.54E-06,33,2.66621728,2015,1.8,0.25,1,3.742010421,0.1
79,Pozo_74,Yacimiento_6,2710,2610,Formacion_5,Miembro_13,3.869189366,2.664883977,100,28,0.112,0.487,0.1,0.610336611,1.608768,0.45,0.25,1.280766526,1.114218559,2.62E-05,33,2.150093352,2015,1.8,0.25,1,6.582324383,0.2
80,Pozo_74,Yacimiento_6,2570,2490,Formacion_5,Miembro_82,6.213209469,4.279315586,80,33.5,0.12,0.585,0.16,0.572998909,1.6683,0.45,0.25,1.324698895,1.113021102,2.72E-05,33,3.101463401,2015,1.8,0.25,1,10.7198097,0.32
81,Pozo_74,Yacimiento_6,2475,2355,Formacion_5,Miembro_82,9.373180065,6.455728839,120,53.5,0.127,0.529,0.16,0.899276144,3.2002095,0.45,0.25,1.36600893,1.111969718,2.83E-05,33,2.473552346,2015,1.8,0.25,1,16.10514457,0.32
82,Pozo_76,Yacimiento_1,4817,4675,Formacion_11,Miembro_101,7.002961284,3.30331953,142,34.5,0.107,0.568,0.0375,0.366994871,1.594728,0.47,0.3705,0.748528214,1.156185427,3.92E-06,33,2.473363465,2015,1.6,0.45,1,21.77836685,0.15
83,Pozo_76,Yacimiento_1,4610,4492,Formacion_11,Miembro_101,4.508905892,2.12686552,118,24,0.122,0.56,0.0375,0.672473609,1.28832,0.47,0.3705,0.790503563,1.15291743,3.91E-06,33,1.951016241,2015,1.6,0.45,1,13.95805608,0.15
84,Pozo_76,Yacimiento_1,4127,4088,Formacion_7,Miembro_101,4.520276011,2.265937356,39,22,0.122,0.544,0.0625,0.712612605,1.223904,0.45,0.25,0.934777513,1.088964784,2.37E-05,33,1.967834396,2015,1.6,0.45,1,13.27175845,0.25
85,Pozo_76,Yacimiento_1,4041,3945,Formacion_7,Miembro_101,5.704753948,2.859695967,96,32,0.112,0.517,0.0625,0.541559599,1.731072,0.45,0.25,0.962801392,1.08655771,1.44E-05,33,1.656502492,2015,1.6,0.45,1,17.26106699,0.25
86,Pozo_77,Yacimiento_1,4695,4532,Formacion_7,Miembro_101,11.6596888,6.873339468,163,59,0.097,0.529,0.13715625,0.274759256,2.695533,0.45,0.18,1.311339868,1.085790337,1.68E-05,35,2.899069901,2015,1.5,0.45,1,20.65036477,0.275
87,Pozo_77,Yacimiento_1,5033,4954,Formacion_5,Miembro_101,14.84198634,6.33432072,79,30,0.117,0.582,0.172199353,0.517892792,1.46718,0.45,0.22,0.857340195,1.131915229,3.12E-05,33,4.682110306,2015,1.5,0.45,1,36.7818956,0.517892792
88,Pozo_77,Yacimiento_1,4860,4726,Formacion_7,Miembro_101,18.49832485,11.09440126,134,75,0.097,0.43,0.165920352,0.41584048,4.14675,0.45,0.18,1.262619138,1.088973358,1.68E-05,35,3.027889814,2015,1.5,0.45,1,39.68134931,0.41584048
89,Pozo_78,Yacimiento_1,4270,4140,Formacion_7,Miembro_101,4.643411151,2.575730096,130,28,0.085,0.446,0.095256,0.216192986,1.31852,0.45,0.22,1.29767432,1.090597495,1.58E-05,35,2.311090151,2015,1.5,0.3,1,15.45055005,0.42
90,Pozo_78,Yacimiento_1,4080,3980,Formacion_7,Miembro_101,5.30582184,2.943173574,100,35,0.074,0.386,0.095256,0.156860286,1.59026,0.45,0.22,1.353672854,1.086933275,1.65E-05,35,2.334455347,2015,1.5,0.3,1,17.66935549,0.42
91,Pozo_78,Yacimiento_1,3930,3870,Formacion_7,Miembro_101,2.42769561,1.25974565,60,16,0.111,0.444,0.095256,0.70586754,0.987456,0.45,0.22,1.398157573,1.084222235,1.66E-05,35,1.464492361,2015,1.5,0.3,1,7.935065155,0.42
92,Pozo_78,Yacimiento_1,2850,2730,Formacion_0,Miembro_101,7.448041015,2.836185535,120,29.5,0.092,0.406,0.189,0.369557838,1.612116,0.45,0.24,1.106743462,1.20612979,3.60E-05,33,2.078309353,2015,1.5,0.3,1,29.18411036,1
93,Pozo_78,Yacimiento_1,915,860,Formacion_16,Miembro_101,9.361645508,3.118791478,55,20,0.082,0.518,1.764,0.136832567,0.79048,0.42,0.28,1.913592277,1.155750456,0.000123746,36,3.99957859,2015,1.5,0.3,1,29.69115394,7
94,Pozo_80,Yacimiento_1,4400,4320,Formacion_7,Miembro_101,3.542055226,1.85634762,80,17,0.09,0.53,0.081209587,0.196871725,0.7191,0.45,0.22,1.25147925,1.093856032,5.66E-05,35,3.481640225,2015,1.4,0.3,1,6.699079803,0.196871725
95,Pozo_80,Yacimiento_1,4270,4190,Formacion_7,Miembro_101,8.981884588,4.324371153,80,36,0.1,0.46,0.116542746,0.41548216,1.944,0.45,0.22,1.290015544,1.091122262,4.77E-05,35,2.724760814,2015,1.4,0.3,1,23.76913793,0.41548216
96,Pozo_80,Yacimiento_1,3030,2950,Formacion_0,Miembro_101,6.954065147,3.391083007,80,36,0.09,0.47,0.103267419,0.250345258,1.7172,0.45,0.24,1.038384526,1.212570292,6.14E-05,33,2.883978637,2015,1.4,0.3,1,13.52342524,0.250345258
97,Pozo_80,Yacimiento_1,2500,2430,Formacion_0,Miembro_101,8.530149106,4.159645196,70,33,0.12,0.4,0.242667007,1.225590947,2.376,0.45,0.22,1.301303055,1.190275382,7.95E-05,33,2.22244444,2015,1.4,0.3,1,30.19939278,1.225590947
98,Pozo_80,Yacimiento_1,1915,1765,Formacion_0,Miembro_101,5.158493248,2.515489635,150,35,0.09,0.55,0.132723042,0.182814108,1.4175,0.45,0.3,1.397135683,1.188893387,5.89E-05,33,2.664596444,2015,1.4,0.3,1,6.513634989,0.182814108
99,Pozo_81,Yacimiento_1,4920,4860,Formacion_7,Miembro_101,3.670529084,1.871626918,60,15.5,0.107,0.394,0.06183,0.762718398,1.005051,0.45,0.3,0.844896775,1.140534276,5.62E-06,38,2.405534998,2015,1.4,0.3,1,6.943546942,0.135
100,Pozo_81,Yacimiento_1,4835,4720,Formacion_7,Miembro_101,15.35063654,7.827390522,115,53.5,0.105,0.365,0.08244,0.817928293,3.5671125,0.45,0.3,0.864314541,1.137168065,5.72E-06,38,2.826913626,2015,1.4,0.3,1,29.24781899,0.18
